material_id,formula_pretty,band_gap,MagpieData mean MendeleevNumber,MagpieData range MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mean Electronegativity,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean CovalentRadius,MagpieData range CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mean NsValence,MagpieData range NsValence,MagpieData avg_dev NsValence,MagpieData mean NpValence,MagpieData range NpValence,MagpieData avg_dev NpValence,MagpieData mean NdValence,MagpieData range NdValence,MagpieData avg_dev NdValence,MagpieData mean NfValence,MagpieData range NfValence,MagpieData avg_dev NfValence,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,max ionic char,avg ionic char,band center
mp-554828,Na2Be(GeO3)2,3.4171,68.27272727272727,85.0,24.3305785123967,2.5536363636363637,2.51,0.9669421487603306,96.72727272727273,100.0,33.65289256198347,1.8181818181818181,1.0,0.2975206611570248,2.5454545454545454,4.0,1.586776859504132,1.8181818181818181,10.0,2.975206611570248,0.0,0.0,0.0,1.8181818181818181,2.5454545454545454,1.8181818181818181,0.0,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.0,0.792997622442975,0.15798862702450467,5.5176819074671375
mp-7703,DyTaO4,4.0284,71.16666666666667,56.0,21.11111111111111,2.7466666666666666,2.2199999999999998,0.9244444444444445,104.33333333333333,126.0,51.11111111111111,2.0,0.0,0.0,2.6666666666666665,4.0,1.777777777777778,0.5,3.0,0.8333333333333334,4.0,14.0,5.333333333333333,2.0,2.6666666666666665,0.5,4.0,0.2181818181818182,0.2909090909090909,0.05454545454545455,0.4363636363636364,0.7083205926780534,0.14698849515710277,5.915030797190378
mp-557309,Na3LiWO5,3.8186,49.3,86.0,38.04,2.3329999999999997,2.51,1.1123999999999998,111.8,100.0,45.8,1.6,1.0,0.48,2.0,4.0,2.0,0.4,4.0,0.72,1.4,14.0,2.52,1.6,2.0,0.4,1.4,0.2962962962962963,0.37037037037037035,0.07407407407407407,0.25925925925925924,0.792997622442975,0.18639668274564625,4.8632225742783675
mp-6333,NaIn(SiO3)2,3.488599999999999,75.5,85.0,14.8,2.715,2.51,0.8699999999999999,92.6,100.0,31.919999999999998,1.9,1.0,0.18000000000000008,2.9,4.0,1.3199999999999998,1.0,10.0,1.8,0.0,0.0,0.0,1.9,2.9,1.0,0.0,0.3275862068965517,0.5,0.1724137931034483,0.0,0.792997622442975,0.137042050676854,5.69906731914647
mp-2230038,Er5Mg(MoO6)2,0.7666000000000001,69.35,52.0,21.18,2.6555,2.2,0.9414,109.3,123.0,51.959999999999994,1.9,1.0,0.18000000000000008,2.4,4.0,1.9200000000000004,0.5,5.0,0.9,3.0,12.0,4.5,1.9,2.4,0.5,3.0,0.24358974358974358,0.3076923076923077,0.06410256410256411,0.38461538461538464,0.7018027205701127,0.1513946754519447,5.55797294570627
mp-753595,Mg3Fe2O5,2.4141,74.9,32.0,12.1,2.479,2.13,0.961,101.7,75.0,35.7,2.0,0.0,0.0,2.0,4.0,2.0,1.2,6.0,1.92,0.0,0.0,0.0,2.0,2.0,1.2,0.0,0.3846153846153846,0.3846153846153846,0.23076923076923075,0.0,0.6783286799695526,0.1533634632450722,5.426645624225367
mp-754989,Er(BiO2)3,2.1356,81.5,52.0,9.3,2.794,2.2,0.7752,102.9,123.0,44.28,2.0,0.0,0.0,3.3,4.0,0.8400000000000001,3.0,10.0,4.2,5.4,14.0,6.480000000000001,2.0,3.3,3.0,5.4,0.14598540145985403,0.24087591240875914,0.21897810218978103,0.3941605839416059,0.7018027205701127,0.11761227615912677,5.791379588380678
mp-765979,Li4Si3(NiO5)2,3.5721,64.73684210526316,86.0,27.623268698060937,2.517894736842105,2.46,0.9706371191135734,92.26315789473684,62.0,27.645429362880883,1.7894736842105263,1.0,0.33240997229916897,2.4210526315789473,4.0,1.662049861495845,0.8421052631578947,8.0,1.5069252077562325,0.0,0.0,0.0,1.7894736842105263,2.4210526315789473,0.8421052631578947,0.0,0.3541666666666667,0.4791666666666667,0.16666666666666666,0.0,0.7797297329475583,0.1587594859069166,5.460217254826151
mp-645717,Co3TeO6,1.0654,78.6,32.0,12.360000000000003,2.838,1.56,0.7224,91.2,72.0,30.24,2.0,0.0,0.0,2.8,4.0,1.6799999999999997,3.1,10.0,3.72,0.0,0.0,0.0,2.0,2.8,3.1,0.0,0.2531645569620253,0.3544303797468354,0.3924050632911392,0.0,0.45577907367479265,0.10410125023283302,6.15937528725277
mp-1215414,ZrTi4(PbO3)5,2.0719,77.04,44.0,13.535999999999996,2.8296000000000006,2.11,0.7324799999999999,101.4,109.0,42.48,2.0,0.0,0.0,2.8,4.0,1.44,2.4,10.0,3.04,2.8,14.0,4.48,2.0,2.8,2.4,2.8,0.2,0.27999999999999997,0.24,0.27999999999999997,0.6714364484660806,0.11145616538027092,5.6552845640997065
mp-754302,Dy2Zr2O7,2.7479,69.0,56.0,22.90909090909091,2.652727272727273,2.2199999999999998,1.0019834710743802,108.72727272727273,126.0,54.380165289256205,2.0,0.0,0.0,2.5454545454545454,4.0,1.8512396694214877,0.36363636363636365,2.0,0.5950413223140495,1.8181818181818181,10.0,2.975206611570248,2.0,2.5454545454545454,0.36363636363636365,1.8181818181818181,0.2972972972972973,0.37837837837837834,0.05405405405405406,0.27027027027027023,0.7083205926780534,0.15974115944799744,5.62955789018762
mp-2217604,La2Mg(NiO3)2,2.3998,67.0909090909091,74.0,21.884297520661157,2.5427272727272725,2.34,0.9788429752066116,109.0,141.0,46.90909090909091,2.0,0.0,0.0,2.1818181818181817,4.0,1.9834710743801656,1.6363636363636365,8.0,2.3140495867768593,0.0,0.0,0.0,2.0,2.1818181818181817,1.6363636363636365,0.0,0.34375,0.37499999999999994,0.28125,0.0,0.7456133690005962,0.15812189663322387,5.4479902931323965
mp-1345959,Ca2YSbO5,2.9151,60.666666666666664,80.0,34.666666666666664,2.4966666666666666,2.44,1.0481481481481483,112.33333333333333,124.0,51.48148148148148,2.0,0.0,0.0,2.5555555555555554,4.0,1.7037037037037037,1.2222222222222223,10.0,1.9506172839506175,0.0,0.0,0.0,2.0,2.5555555555555554,1.2222222222222223,0.0,0.34615384615384615,0.4423076923076923,0.21153846153846156,0.0,0.7742664595807831,0.1711575914719156,5.3576237607806005
mp-2232513,MgHg4(MoO4)2,1.2414,76.53333333333333,37.0,11.164444444444445,2.743333333333333,2.13,0.7431111111111111,100.33333333333333,88.0,36.62222222222223,1.8666666666666667,1.0,0.2311111111111111,2.1333333333333333,4.0,1.991111111111111,3.3333333333333335,10.0,4.0,3.7333333333333334,14.0,5.475555555555555,1.8666666666666667,2.1333333333333333,3.3333333333333335,3.7333333333333334,0.16867469879518074,0.1927710843373494,0.30120481927710846,0.3373493975903615,0.6783286799695526,0.10924112577357244,5.986963638648865
mp-1025349,Sr2ZrO4,2.7749,58.285714285714285,79.0,32.816326530612244,2.427142857142857,2.49,1.1575510204081634,118.42857142857143,129.0,59.91836734693878,2.0,0.0,0.0,2.2857142857142856,4.0,1.959183673469388,0.2857142857142857,2.0,0.4897959183673469,0.0,0.0,0.0,2.0,2.2857142857142856,0.2857142857142857,0.0,0.4375,0.5,0.0625,0.0,0.7877573323062756,0.18487177109716113,5.135680991253862
mp-1034167,RbMg14WO16,3.3325,74.96875,83.0,12.03125,2.3925,2.62,1.0474999999999999,106.625,154.0,40.625,1.96875,1.0,0.060546875,2.0,4.0,2.0,0.125,4.0,0.2421875,0.4375,14.0,0.84765625,1.96875,2.0,0.125,0.4375,0.43448275862068964,0.4413793103448276,0.027586206896551724,0.09655172413793103,0.8202341305415322,0.16967952352054605,5.3098044988997835
mp-1210692,Mg2FeBO5,2.085699999999999,77.55555555555556,32.0,10.493827160493828,2.632222222222222,2.13,0.8975308641975308,92.0,75.0,30.666666666666668,2.0,0.0,0.0,2.3333333333333335,4.0,1.8518518518518516,0.6666666666666666,6.0,1.1851851851851851,0.0,0.0,0.0,2.0,2.3333333333333335,0.6666666666666666,0.0,0.4,0.4666666666666667,0.13333333333333333,0.0,0.6783286799695526,0.14192500397471838,5.680492508709255
mp-1222895,LaSm3(FeO3)4,1.5064000000000002,67.3,74.0,23.64,2.6605,2.34,0.9353999999999999,106.05,141.0,48.06,2.0,0.0,0.0,2.4,4.0,1.9200000000000004,1.25,6.0,1.9,0.9,6.0,1.53,2.0,2.4,1.25,0.9,0.3053435114503817,0.366412213740458,0.19083969465648856,0.13740458015267176,0.7456133690005962,0.14913257439271194,5.558686817133224
mp-1225341,Dy2FeSbO7,1.796,73.72727272727273,56.0,18.942148760330575,2.7636363636363637,2.2199999999999998,0.8608264462809917,101.54545454545455,126.0,45.239669421487605,2.0,0.0,0.0,2.8181818181818183,4.0,1.5371900826446279,1.4545454545454546,10.0,2.380165289256198,1.8181818181818181,10.0,2.9752066115702474,2.0,2.8181818181818183,1.4545454545454546,1.8181818181818181,0.24719101123595502,0.348314606741573,0.1797752808988764,0.22471910112359547,0.7083205926780534,0.1358896594450153,5.8657897454097485
mp-1227204,Ca4MnFe3O10,1.4301,61.94444444444444,80.0,27.839506172839506,2.5244444444444443,2.44,1.017283950617284,105.5,110.0,43.888888888888886,2.0,0.0,0.0,2.2222222222222223,4.0,1.9753086419753088,1.2777777777777777,6.0,1.9876543209876543,0.0,0.0,0.0,2.0,2.2222222222222223,1.2777777777777777,0.0,0.36363636363636365,0.40404040404040403,0.2323232323232323,0.0,0.7742664595807831,0.16491439675228645,5.348845064211348
mp-541404,VO2,0.7584000000000001,73.33333333333333,41.0,18.222222222222225,2.8366666666666664,1.81,0.8044444444444445,95.0,87.0,38.666666666666664,2.0,0.0,0.0,2.6666666666666665,4.0,1.777777777777778,1.0,3.0,1.3333333333333333,0.0,0.0,0.0,2.0,2.6666666666666665,1.0,0.0,0.3529411764705882,0.4705882352941176,0.1764705882352941,0.0,0.5591387152201337,0.12425304782669637,5.912403025772768
mp-19048,BaWO4,4.8822,68.0,78.0,25.333333333333332,2.8349999999999995,2.55,0.8066666666666668,106.83333333333333,149.0,54.444444444444436,2.0,0.0,0.0,2.6666666666666665,4.0,1.777777777777778,0.6666666666666666,4.0,1.111111111111111,2.3333333333333335,14.0,3.8888888888888893,2.0,2.6666666666666665,0.6666666666666666,2.3333333333333335,0.2608695652173913,0.34782608695652173,0.08695652173913043,0.30434782608695654,0.8032113561415081,0.1289433073125093,5.800063257195179
mp-1642451,Li4Ti3(CoO4)3,0.9952000000000001,61.40909090909091,86.0,27.91735537190083,2.520909090909091,2.46,1.0026446280991737,98.27272727272727,94.0,35.20661157024793,1.8181818181818181,1.0,0.29752066115702486,2.1818181818181817,4.0,1.9834710743801656,1.2272727272727273,7.0,1.7851239669421484,0.0,0.0,0.0,1.8181818181818181,2.1818181818181817,1.2272727272727273,0.0,0.34782608695652173,0.41739130434782606,0.23478260869565218,0.0,0.7797297329475583,0.16238867186872574,5.306608402719513
mp-18219,Dy2SiSeO4,2.5743,72.125,58.0,20.5625,2.58125,2.2199999999999998,0.85875,109.875,126.0,43.875,2.0,0.0,0.0,2.75,4.0,1.5625,1.25,10.0,2.1875,2.5,10.0,3.75,2.0,2.75,1.25,2.5,0.23529411764705882,0.3235294117647059,0.14705882352941177,0.29411764705882354,0.7083205926780534,0.14386943869798824,5.5843542877966765
mp-1046251,Ta2Zn2WO8,0.5225000000000001,75.46153846153847,39.0,14.20118343195266,2.7830769230769232,1.94,0.8085207100591716,98.0,104.0,39.38461538461539,2.0,0.0,0.0,2.4615384615384617,4.0,1.893491124260355,2.3076923076923075,10.0,2.8402366863905324,3.230769230769231,14.0,4.970414201183432,2.0,2.4615384615384617,2.3076923076923075,3.230769230769231,0.2,0.24615384615384617,0.23076923076923075,0.3230769230769231,0.6097235715364788,0.12540838426207088,6.1250047190742505
mp-1205495,Ba3MoO6,2.2259,59.9,78.0,32.52,2.5469999999999997,2.55,1.0715999999999999,119.5,149.0,64.2,1.9,1.0,0.18000000000000008,2.4,4.0,1.9200000000000004,0.5,5.0,0.9,0.0,0.0,0.0,1.9,2.4,0.5,0.0,0.3958333333333333,0.5,0.10416666666666667,0.0,0.8032113561415081,0.17469824592484523,5.177327279702106
mp-16808,La2(WO4)3,4.0757,71.94117647058823,74.0,21.25951557093426,2.9741176470588235,2.34,0.6577162629757785,99.52941176470588,141.0,47.33564013840831,2.0,0.0,0.0,2.823529411764706,4.0,1.6608996539792387,0.8235294117647058,4.0,1.1626297577854672,2.4705882352941178,14.0,4.069204152249135,2.0,2.823529411764706,0.8235294117647058,2.4705882352941178,0.2463768115942029,0.3478260869565218,0.10144927536231885,0.30434782608695654,0.7456133690005962,0.10022799435533997,6.160195413334707
mp-756440,Er2Pt2O7,1.4127,73.18181818181819,52.0,17.58677685950413,2.8290909090909087,2.2,0.777520661157025,101.0909090909091,123.0,44.66115702479339,1.8181818181818181,1.0,0.29752066115702486,2.5454545454545454,4.0,1.8512396694214877,1.6363636363636365,9.0,2.677685950413223,4.7272727272727275,14.0,6.016528925619835,1.8181818181818181,2.5454545454545454,1.6363636363636365,4.7272727272727275,0.1694915254237288,0.23728813559322035,0.15254237288135594,0.44067796610169496,0.7018027205701127,0.12208445356423828,6.145539955410336
mp-7656,Na5GaO4,2.4236,43.2,85.0,41.2,2.022,2.51,1.1343999999999999,121.6,100.0,44.480000000000004,1.5,1.0,0.5,1.7,4.0,1.8399999999999999,1.0,10.0,1.8,0.0,0.0,0.0,1.5,1.7,1.0,0.0,0.35714285714285715,0.4047619047619047,0.23809523809523808,0.0,0.792997622442975,0.1868132630550787,4.24289996352452
mp-558033,Na2Ca3Ta2O9,3.7107,56.5,85.0,34.3125,2.42625,2.51,1.1404687500000001,112.125,110.0,51.890625,1.875,1.0,0.21875,2.25,4.0,1.96875,0.375,3.0,0.65625,1.75,14.0,3.0625,1.875,2.25,0.375,1.75,0.3,0.36,0.06,0.28,0.792997622442975,0.18295741460379655,5.22646054730145
mp-676653,Lu4Hf3O12,4.7135,70.6842105263158,46.0,20.609418282548475,2.645263157894737,2.17,1.0038781163434902,108.6842105263158,121.0,53.91689750692521,2.0,0.0,0.0,2.526315789473684,4.0,1.861495844875346,0.5263157894736842,2.0,0.6648199445983379,5.157894736842105,14.0,6.515235457063712,2.0,2.526315789473684,0.5263157894736842,5.157894736842105,0.1958762886597938,0.24742268041237112,0.05154639175257732,0.5051546391752577,0.6918673786849375,0.15998650185403995,5.468781081554604
mp-17275,SrY2O4,3.7035,54.285714285714285,79.0,37.38775510204082,2.4499999999999997,2.49,1.1314285714285715,119.85714285714286,129.0,61.55102040816327,2.0,0.0,0.0,2.2857142857142856,4.0,1.959183673469388,0.2857142857142857,1.0,0.40816326530612246,0.0,0.0,0.0,2.0,2.2857142857142856,0.2857142857142857,0.0,0.4375,0.5,0.0625,0.0,0.7877573323062756,0.18068803936080235,5.171160339345692
mp-17561,MnNb2Zn2O8,2.0203,75.38461538461539,40.0,14.29585798816568,2.7361538461538464,1.89,0.8662721893491123,95.3076923076923,98.0,36.07100591715976,1.8461538461538463,1.0,0.26035502958579876,2.4615384615384617,4.0,1.893491124260355,2.5384615384615383,10.0,3.1242603550295858,0.0,0.0,0.0,1.8461538461538463,2.4615384615384617,2.5384615384615383,0.0,0.26966292134831465,0.35955056179775285,0.3707865168539326,0.0,0.5905846039144353,0.13424981556118665,5.9812326942762
mp-1163927,Ca3Si3(BiO6)2,3.2982,73.55,80.0,19.965000000000003,2.7009999999999996,2.44,0.8868000000000003,97.45,110.0,37.739999999999995,2.0,0.0,0.0,3.0,4.0,1.2,1.0,10.0,1.8,1.4,14.0,2.5199999999999996,2.0,3.0,1.0,1.4,0.27027027027027023,0.4054054054054054,0.13513513513513511,0.18918918918918917,0.7742664595807831,0.14130989686925938,5.789856486904276
mp-626729,Ga(HO)3,3.9181,87.28571428571429,18.0,4.040816326530613,2.6757142857142857,1.63,0.6551020408163265,59.0,91.0,24.0,1.5714285714285714,1.0,0.489795918367347,1.8571428571428572,4.0,1.836734693877551,1.4285714285714286,10.0,2.4489795918367347,0.0,0.0,0.0,1.5714285714285714,1.8571428571428572,1.4285714285714286,0.0,0.3235294117647059,0.3823529411764706,0.29411764705882354,0.0,0.48532775582672116,0.09061602827647494,6.516452846961975
mp-530050,Fe43O64,0.773099999999999,74.14018691588785,32.0,15.383701633330421,2.7929906542056075,1.6099999999999999,0.7739924884269367,92.5233644859813,66.0,31.728884618743994,2.0,0.0,0.0,2.392523364485981,4.0,1.9229627041663029,2.411214953271028,6.0,2.884444056249454,0.0,0.0,0.0,2.0,2.392523364485981,2.411214953271028,0.0,0.29395604395604397,0.3516483516483516,0.3543956043956044,0.0,0.47692216400686216,0.11463794177193505,5.863557085387724
mp-1211170,LiHo6B3O14,4.7947,68.04166666666667,86.0,23.107638888888886,2.61,2.46,0.9683333333333334,102.33333333333333,126.0,46.97222222222222,1.9583333333333333,1.0,0.07986111111111117,2.4583333333333335,4.0,1.798611111111111,0.0,0.0,0.0,2.75,11.0,4.125,1.9583333333333333,2.4583333333333335,0.0,2.75,0.27325581395348836,0.3430232558139535,0.0,0.3837209302325581,0.7797297329475583,0.156185269731454,5.487449292501096
mp-1041424,ZnBi4O9,1.117999999999999,85.42857142857143,18.0,2.3469387755102025,2.906428571428571,1.79,0.6860204081632654,93.42857142857143,82.0,35.26530612244898,2.0,0.0,0.0,3.4285714285714284,4.0,0.7346938775510204,3.5714285714285716,10.0,4.591836734693878,4.0,14.0,5.714285714285714,2.0,3.4285714285714284,3.5714285714285716,4.0,0.15384615384615385,0.26373626373626374,0.27472527472527475,0.3076923076923077,0.5511313621135028,0.09871940285305478,6.131561918990259
mp-1213231,CsY(MoO4)2,3.9764,67.75,82.0,25.666666666666668,2.8208333333333333,2.65,0.8255555555555555,105.83333333333333,178.0,53.111111111111114,1.75,1.0,0.375,2.6666666666666665,4.0,1.777777777777778,0.9166666666666666,5.0,1.375,0.0,0.0,0.0,1.75,2.6666666666666665,0.9166666666666666,0.0,0.328125,0.5,0.171875,0.0,0.8272007909708047,0.13091753039164772,5.686220208277421
mp-1038123,CaMg30NiO32,4.0235,76.4375,80.0,10.5625,2.37953125,2.44,1.06046875,103.78125,110.0,37.78125,2.0,0.0,0.0,2.0,4.0,2.0,0.125,8.0,0.24609375,0.0,0.0,0.0,2.0,2.0,0.125,0.0,0.48484848484848486,0.48484848484848486,0.030303030303030304,0.0,0.7742664595807831,0.16934323941402693,5.362315797758704
mp-704637,Nb12WO33,1.8903999999999992,75.78260869565217,40.0,16.094517958412098,2.9365217391304346,1.8399999999999999,0.7223818525519848,93.65217391304348,98.0,39.67485822306239,1.7391304347826086,1.0,0.3856332703213611,2.869565217391304,4.0,1.6219281663516067,1.1304347826086956,4.0,1.6219281663516067,0.30434782608695654,14.0,0.5954631379962193,1.7391304347826086,2.869565217391304,1.1304347826086956,0.30434782608695654,0.28776978417266186,0.4748201438848921,0.1870503597122302,0.050359712230215826,0.5710436013209269,0.1115754005542998,6.243217659919355
mp-559109,ErGeBiO5,3.534399999999999,79.375,52.0,11.1875,2.80875,2.2,0.7890625,98.375,123.0,40.46875,2.0,0.0,0.0,3.125,4.0,1.09375,2.5,10.0,3.75,3.25,14.0,4.875,2.0,3.125,2.5,3.25,0.1839080459770115,0.28735632183908044,0.22988505747126436,0.2988505747126437,0.7018027205701127,0.12138831470862609,5.92420033563432
mp-1409379,Mg(WO2)4,0.8240000000000001,74.46153846153847,36.0,15.43195266272189,2.9438461538461533,2.13,0.6106508875739647,101.3076923076923,96.0,43.455621301775146,2.0,0.0,0.0,2.4615384615384617,4.0,1.893491124260355,1.2307692307692308,4.0,1.7041420118343196,4.3076923076923075,14.0,5.964497041420119,2.0,2.4615384615384617,1.2307692307692308,4.3076923076923075,0.2,0.24615384615384617,0.12307692307692308,0.43076923076923074,0.6783286799695526,0.08570464842297182,6.06229544131814
mp-1175642,Li9Mn2Co5O16,1.5093,56.09375,86.0,31.501953125,2.38625,2.46,1.05375,97.375,73.0,31.375,1.71875,1.0,0.404296875,2.0,4.0,2.0,1.40625,7.0,2.197265625,0.0,0.0,0.0,1.71875,2.0,1.40625,0.0,0.3353658536585366,0.3902439024390244,0.27439024390243905,0.0,0.7797297329475583,0.17340239108034144,5.095941594626919
mp-9655,Na4SnO4,2.0838,48.44444444444444,85.0,41.28395061728395,2.1599999999999997,2.51,1.1377777777777776,118.55555555555556,100.0,46.71604938271605,1.5555555555555556,1.0,0.4938271604938272,2.0,4.0,1.7777777777777777,1.1111111111111112,10.0,1.9753086419753088,0.0,0.0,0.0,1.5555555555555556,2.0,1.1111111111111112,0.0,0.3333333333333333,0.42857142857142855,0.23809523809523808,0.0,0.792997622442975,0.1889689377207605,4.583514055939262
mp-755135,La6WO12,3.4959000000000002,61.73684210526316,74.0,31.91135734072022,2.64421052631579,2.34,1.0052077562326869,115.57894736842105,141.0,62.626038781163444,2.0,0.0,0.0,2.526315789473684,4.0,1.861495844875346,0.5263157894736842,4.0,0.6648199445983379,0.7368421052631579,14.0,1.3961218836565095,2.0,2.526315789473684,0.5263157894736842,0.7368421052631579,0.34545454545454546,0.43636363636363634,0.0909090909090909,0.12727272727272726,0.7456133690005962,0.16256218104159156,5.4998410084575635
mp-5516,Sc2(WO4)3,4.2033,71.70588235294117,76.0,21.591695501730104,3.004705882352941,2.08,0.6145328719723184,95.17647058823529,104.0,41.19031141868512,2.0,0.0,0.0,2.823529411764706,4.0,1.6608996539792387,0.8235294117647058,4.0,1.1626297577854672,2.4705882352941178,14.0,4.069204152249135,2.0,2.823529411764706,0.8235294117647058,2.4705882352941178,0.2463768115942029,0.3478260869565218,0.10144927536231885,0.30434782608695654,0.6609473927455578,0.0909879232336537,6.237003384097968
mp-1100882,Y7Ta3O18,2.9334000000000002,64.07142857142857,75.0,29.4795918367347,2.6771428571428575,2.2199999999999998,0.9808163265306121,108.14285714285714,124.0,54.18367346938775,2.0,0.0,0.0,2.5714285714285716,4.0,1.836734693877551,0.5714285714285714,3.0,0.7346938775510203,1.5,14.0,2.6785714285714284,2.0,2.5714285714285716,0.5714285714285714,1.5,0.3010752688172043,0.3870967741935484,0.08602150537634408,0.22580645161290322,0.7083205926780534,0.15635339296575712,5.729628522372972
mp-24645,Er(HO)3,3.732599999999999,81.71428571428571,57.0,13.346938775510209,2.5942857142857143,2.2,0.7248979591836733,68.57142857142857,158.0,34.40816326530612,1.5714285714285714,1.0,0.489795918367347,1.7142857142857142,4.0,1.9591836734693877,0.0,0.0,0.0,1.7142857142857142,12.0,2.9387755102040813,1.5714285714285714,1.7142857142857142,0.0,1.7142857142857142,0.3142857142857143,0.34285714285714286,0.0,0.34285714285714286,0.7018027205701127,0.1141842722863954,6.563814877327149
mp-554193,NaGa(TeO3)2,3.014999999999999,77.8,88.0,15.920000000000002,2.758,2.51,0.8183999999999999,96.0,100.0,36.0,1.9,1.0,0.18000000000000008,3.3,4.0,1.12,3.0,10.0,4.2,0.0,0.0,0.0,1.9,3.3,3.0,0.0,0.23170731707317074,0.4024390243902439,0.3658536585365854,0.0,0.792997622442975,0.1280723993685796,5.882301653566305
mp-2646975,AlO3,2.3217,83.5,14.0,5.25,2.9825,1.8299999999999998,0.68625,79.75,55.0,20.625,2.0,0.0,0.0,3.25,3.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.25,0.0,0.0,0.38095238095238093,0.6190476190476191,0.0,0.0,0.5670898161093587,0.10632934052050476,6.09193821207575
mp-1223520,KCa2Ta3O10,2.179,64.4375,84.0,28.203125,2.6075,2.62,1.040625,107.8125,137.0,52.265625,1.9375,1.0,0.1171875,2.5,4.0,1.875,0.5625,3.0,0.9140625,2.625,14.0,4.265625,1.9375,2.5,0.5625,2.625,0.2540983606557377,0.32786885245901637,0.07377049180327869,0.3442622950819672,0.8202341305415322,0.16674429444972821,5.60033650897844
mp-1204836,RbTa3(TeO6)2,2.8998,76.22222222222223,86.0,17.432098765432094,2.822222222222222,2.62,0.8237037037037038,99.88888888888889,154.0,45.18518518518518,1.9444444444444444,1.0,0.1049382716049383,3.111111111111111,4.0,1.382716049382716,1.6111111111111112,10.0,2.3271604938271606,2.3333333333333335,14.0,3.888888888888889,1.9444444444444444,3.111111111111111,1.6111111111111112,2.3333333333333335,0.21604938271604937,0.345679012345679,0.17901234567901236,0.2592592592592593,0.8202341305415322,0.12959576162261904,6.162070522618897
mp-1214191,Ca3MnCuO6,0.6747999999999991,59.90909090909091,80.0,30.297520661157023,2.462727272727273,2.44,1.0661157024793388,108.63636363636364,110.0,46.51239669421488,1.9090909090909092,1.0,0.16528925619834703,2.1818181818181817,4.0,1.9834710743801656,1.3636363636363635,10.0,2.231404958677686,0.0,0.0,0.0,1.9090909090909092,2.1818181818181817,1.3636363636363635,0.0,0.35000000000000003,0.4,0.25,0.0,0.7742664595807831,0.17324447425041362,5.277115038274842
mp-1221083,NaNbWO6,2.9255,69.11111111111111,85.0,23.85185185185185,2.836666666666667,2.51,0.8044444444444443,98.66666666666667,100.0,43.55555555555556,1.7777777777777777,1.0,0.34567901234567905,2.6666666666666665,4.0,1.7777777777777777,0.8888888888888888,4.0,1.382716049382716,1.5555555555555556,14.0,2.765432098765432,1.7777777777777777,2.6666666666666665,0.8888888888888888,1.5555555555555556,0.25806451612903225,0.3870967741935483,0.12903225806451613,0.22580645161290322,0.792997622442975,0.12768763604029157,5.909453868728651
mp-756282,VBiO3,1.297099999999999,78.6,41.0,13.040000000000003,2.794,1.81,0.7752,99.8,87.0,40.56,2.0,0.0,0.0,3.0,4.0,1.2,2.6,10.0,3.12,2.8,14.0,4.4799999999999995,2.0,3.0,2.6,2.8,0.1923076923076923,0.28846153846153844,0.25,0.2692307692307692,0.5591387152201337,0.1161032138991121,5.7732997607802155
mp-1189102,Sr2LaSbO6,3.4224,63.6,79.0,32.36,2.569,2.49,1.0452,113.2,141.0,56.64000000000001,2.0,0.0,0.0,2.7,4.0,1.6200000000000003,1.1,10.0,1.78,0.0,0.0,0.0,2.0,2.7,1.1,0.0,0.3448275862068966,0.4655172413793104,0.18965517241379312,0.0,0.7877573323062756,0.1696054593980396,5.432478363382052
mp-1208112,V3Co10AsO20,1.5644,74.76470588235294,41.0,14.937716262975778,2.784411764705882,1.81,0.771280276816609,92.88235294117646,87.0,31.62629757785467,2.0,0.0,0.0,2.4411764705882355,4.0,1.866782006920415,2.6176470588235294,10.0,3.0795847750865057,0.0,0.0,0.0,2.0,2.4411764705882355,2.6176470588235294,0.0,0.2833333333333333,0.3458333333333334,0.37083333333333335,0.0,0.5591387152201337,0.11432717598157062,5.920177613031182
mp-1193468,NaMnVO4,2.3623,64.0,85.0,26.285714285714285,2.5528571428571425,2.51,1.013877551020408,103.14285714285714,100.0,42.44897959183673,1.8571428571428572,1.0,0.24489795918367344,2.2857142857142856,4.0,1.959183673469388,1.1428571428571428,5.0,1.6326530612244898,0.0,0.0,0.0,1.8571428571428572,2.2857142857142856,1.1428571428571428,0.0,0.35135135135135137,0.4324324324324324,0.2162162162162162,0.0,0.792997622442975,0.16284496750693506,5.3422085240622605
mp-1228336,Ba3Dy2MoO9,1.3959000000000001,61.46666666666667,78.0,30.64,2.548666666666667,2.55,1.0695999999999999,118.46666666666667,149.0,62.96000000000001,1.9333333333333333,1.0,0.12444444444444443,2.4,4.0,1.9200000000000002,0.3333333333333333,5.0,0.6222222222222222,1.3333333333333333,10.0,2.311111111111111,1.9333333333333333,2.4,0.3333333333333333,1.3333333333333333,0.32222222222222224,0.39999999999999997,0.05555555555555555,0.2222222222222222,0.8032113561415081,0.1733969017988206,5.2409862190478025
