PC1,PC2,PC3,PC4
42.71107610657771,14.270049289694374,26.407351882280604,-6.8128432807902755
17.38780352362369,-2.008880214241671,-6.152363937688676,-0.5439444677511283
-54.95735008631297,-7.99046280301031,-0.5638897685015536,-3.3123434158728813
18.826152680404277,-13.257748936863706,2.8333802006195334,10.424440081977586
-2.4761599179698806,23.087968850492278,-8.680905817834464,-0.6220536031944555
-45.49344079992768,-24.346723171383616,-18.829836666628836,-5.527993037790363
-15.34143380433656,38.3771473323815,-5.558309844219419,9.493058331278547
31.652346901330873,-13.819945306959411,-14.793258520166747,-4.56409176826773
10.104653858960745,-2.0418553675484787,-14.002142005874,0.24859044537512176
-11.205106680843556,34.22743919697794,-6.150314131098529,-1.3392956631322583
9.659378243502289,37.44160864988703,19.588481316173503,-6.93882885192555
15.815996190063345,-9.443341036976314,24.191807738048258,7.4490707901438284
20.68515564311835,-12.901834953335118,-7.171630940290822,9.484655165488931
44.06716914298704,16.751031423563994,29.820481412197257,-8.366808239739555
33.76125073565967,-11.363388279620395,-8.129549031778708,-5.125991922388707
21.467218125086987,11.557713573273503,16.05666977252957,11.320274700407857
43.06288892539919,-8.595702530192078,-7.988152513725286,-3.0569282615029927
-51.04170641175389,0.9809997129240706,6.179252388038574,-5.677009430100377
6.936992651194572,-16.82640383199839,4.257481653549863,9.020450287040823
41.674277931117075,-34.80118119817823,-35.58445584442899,-4.058179729063859
-41.59146356895212,-15.409548540164955,4.997560187327036,11.419475324722839
-5.585361484554113,-23.051866717043424,8.582363181653367,7.934704631489204
24.261619858168274,-7.545840960524387,13.521266905220866,7.974061536702386
-62.8119109851003,-28.645589438150644,0.4264268931955435,3.8997632972275085
-42.87805002693639,-44.09982300597198,-29.315027130314558,-8.281434751020381
-24.714212084773706,52.32144928859826,5.075789081343377,9.776732937318691
0.3834289488526963,10.18402489692671,-13.233491099533133,-0.38427092951913977
20.270792242437096,-6.719672563986482,-25.81542600012885,-1.453855119611152
18.946818990921713,5.275696403880222,10.579637735890199,8.255487190128342
18.850513969420092,-11.938145688418544,-6.452386298126065,-1.7799008057556378
39.70881999333719,2.395793069207606,25.687231951465353,-7.617960134520914
24.21356303665945,4.999705308764138,-26.365389477465634,-4.493907624591298
61.68802378016383,9.726837648698915,41.08648413357517,-10.234253831444981
-37.32327009576929,-5.254675134280863,6.026537464653739,-5.179421448726682
1.2721441278129362,-17.521037932504186,11.066130781111877,6.482421762052887
-33.03802416088888,-16.074485656176314,9.252505693906027,7.098997900510668
-41.19393076358095,-17.42925044937933,7.159374306213611,14.132348590592265
3.4039042044865937,29.537523282495968,4.1610842297995525,-3.055136603836626
26.825074879772473,9.15457046707977,11.678782421879834,-5.489195593147844
23.870308255399067,-4.600606110215221,-19.88793600610929,-1.40076694950816
48.3446801558857,-0.14538947297318927,27.118853443917875,5.392482654853097
1.5385247649256542,-17.24292188250641,11.533522175518808,4.61838534338618
-62.18220764852518,-29.194458152490647,2.2671928880589753,5.114127544344676
-60.161797217835,-31.635542952840638,28.951477270189496,8.188894839678994
31.809286708405068,3.459599288180854,-0.010449841566554596,-3.3218978828748504
-59.809192853751995,-16.763984876541848,13.078662059479239,-7.889068527975056
82.7982103177196,-48.07022878449198,-34.93579297927245,-8.197365646691892
44.7761540079475,-3.7686723435590785,17.611422348804023,3.1973340539406365
25.353880043545672,1.5150487797979544,7.709081587792536,0.9327023167724064
9.42235690860403,21.735060161478234,-3.627980227193895,-2.8147703861662308
45.48218649315939,-28.42957019673949,-44.000476193732624,-1.5070904267026393
-21.820191927193676,43.81058622871147,-3.148001646786618,-0.7199141284751178
-56.99573598362872,-7.6203535735340004,3.47704573503626,-4.252855791293502
12.654054719906867,-11.18008024285745,15.591887483600939,1.9206629131215678
-38.17264182115554,-6.363596007363579,4.296757305341782,-4.685828639724345
-38.61896283154185,-6.796016096106474,1.0684332126474878,-3.276384413298935
-35.013875849668494,37.71984221251654,-19.26353157871437,4.456731903291612
-52.61989889224117,-53.6338452427973,-13.30190697127927,-12.355183594286768
-25.78588882056158,35.290440281255194,-15.544034980343627,2.4701231678218782
-9.72850787016256,36.827779564265406,-2.778512481307054,-2.943178796634758
-8.411277876740172,38.99707768977747,0.21740810659435894,-4.233525234697844
-34.35790332394181,-51.64868411958842,7.999109596504798,5.031217078656333
24.644771512438837,11.246143304229486,-3.949700908683223,-5.821726507921252
35.06938806347321,-15.934719155477268,-25.558374963936874,-1.3477857313755734
42.43074264255975,14.946939127670898,25.32933389192628,-7.590321911828671
-5.126285424666634,31.024058854452424,-5.072562188651364,-2.443392960837045
-0.26324917502225276,-17.62791334511418,5.985263423085588,4.7026327928784895
29.2292368665467,2.0270746217128206,-8.425159777352146,-1.8137138725968036
31.961351658793347,-15.42904531537684,-11.141924616945598,9.034444435963096
-37.34558080376205,-4.915274287867156,5.9679838947668,-5.89195557991102
22.8692555589177,-3.4260129717684435,-20.41352322646855,-2.8800345605130957
-66.9826280936078,-26.445576024965504,3.602697986343653,-6.258011966549397
3.7325006140926007,-13.823388858345261,14.330481344524582,3.7333694599120832
31.620494315606834,-15.114938527442398,-10.767368981680182,-2.7976745815423243
-50.62883979098106,-4.484411990029837,14.697063101456305,-5.915582262728453
8.865429465641796,37.00278628164894,17.2708924091957,-6.2401580302232205
10.05460678416344,19.61865701525063,7.667257254766465,-3.8822281535931182
-3.5545820496442957,-22.366326441684073,-0.3477952957281758,5.614791797159349
-51.63652952194609,-3.049709752525981,8.883780975841606,11.420781658844007
18.67879133204744,-12.303966458750018,-8.147412224529557,-2.0298231308779506
22.21901020304847,-8.424933710152509,-17.94645867524209,14.28246387820343
10.837308307424905,-14.119746985836663,4.907120141604313,1.2733219767746107
-21.209957557529776,9.657262499165833,-60.99691458965194,6.1532121769955594
22.655110661897282,-6.6875836399353545,22.548733062267242,7.626757030983427
-5.176810529060873,18.706280373319288,-14.97221686312747,1.7975309534855803
5.782065799108068,15.243522067342528,-0.6774597829471105,-1.7326843758366763
-3.68864827582442,17.948679571284288,-10.100628224009249,3.6235812855264484
-37.46687704972959,-7.204546481559397,8.589257680367947,8.999965193740692
40.81127155334204,-20.229662092850646,-33.266711970411876,-6.7236780702448335
-32.69574144833004,-16.05575801846556,9.85378653361295,6.916840767698353
-12.796253431623427,31.653911386330094,-9.217193870281491,0.34705966134342603
-49.97382968628904,-9.4508437964984,15.911624894012473,-5.6210647842789925
-6.47201294997555,10.72104087290192,-11.696512267985007,-1.4866975781974254
30.361519573477977,0.9702380249129732,-2.085332475110107,10.306406900213496
26.2822097951057,-18.943962879263125,-24.631397436953282,-2.343114572885561
-46.40473514864682,-3.942986259144245,5.952985063451553,-4.615497817550224
-78.53973947916397,-5.6509563569977885,5.2483244717098465,-7.171066303817465
1.9211826315562064,27.186875454947515,0.4375696360193686,-1.6517968241995042
-7.364046523876652,8.95520619008463,-49.75926114063735,3.8419132208847557
79.23312492047896,-51.68703150387673,-43.738282616770505,-6.247666874007415
21.961607208073872,-0.9188982094535518,0.10960648170447485,0.7196378763052351
-52.38249910082648,-27.837434152762384,-29.01665414446101,-6.438375461682764
28.54127302313111,-6.974047533846978,2.197925853819555,-5.394655808092089
34.79616612158401,15.637049947156633,3.478348780380525,-0.2186531405756611
46.353427532668974,2.072714476685057,6.893653783994754,-5.423951083050504
-32.2665438384207,-16.118757687834943,9.956730443652372,7.275815628868173
5.305562180050629,-12.810378481669773,18.222917338168333,4.205235310743497
-17.124396066408252,-19.08548616759081,10.102967505832385,9.004530063235734
24.215670315464223,-11.435270462878634,-8.881474856069527,-3.6630687111262006
-19.941976952314647,48.96908030664959,-1.1399351824151545,-4.994315514813412
17.719734768560585,8.120396239336811,-8.375810918256782,-0.9936775746659166
56.65509846885237,-30.260184703979682,-14.355397101706023,6.8863581913204825
21.18000426304232,9.818973375543555,8.216679628464743,8.706330493530295
5.810939991906224,14.587064457112508,-0.8007218213633607,-1.1794267150664304
30.262246637258727,9.962243337902068,19.51946260301524,0.8164032583936347
53.23931463646372,7.5272859631694775,34.71620891017079,-10.463952734119513
-18.8049682868037,-18.654932258796677,4.747413273774729,-4.749707777838864
-1.4507317073704087,18.014877699086817,-14.250450458101982,0.7572308115311266
-46.76669161750104,-6.2677814984880875,7.194626464898473,9.230429998964318
56.32249420465013,7.836454933739196,21.83995675251877,-11.20162201637838
24.4005933748345,-4.951533529612352,-13.565678598319092,-0.027775158383793297
-41.96648480956161,-11.137003034510641,-7.570904859963228,-0.7679053570091021
-25.038485321768746,63.05229289021368,9.394619303100423,-9.853898754515196
25.143281560064878,7.434638694746026,7.24794114381891,-5.0142472391820725
10.851592603198384,-5.864462518849997,-23.950807746215645,-1.4889609194516709
27.446771166579936,-9.515757324501386,-0.8446808345837873,-3.388592638070442
-12.003531685821855,33.395613283679,-8.177376124175833,-0.5464822107545082
31.740335830782982,6.3773308287986215,-2.842467285995248,-5.720965711608855
-37.9208535540301,-40.200356509061166,-14.526077654006952,-8.572929030684605
